obligation_id,customer_id,provider,obligation_type,total_amount,remaining_amount,monthly_payment,interest_rate,status
OBL0013314,CUS008313,Alinma Bank,Mortgage,837290.02,0.0,0.0,4.84,Closed
OBL0013315,CUS008315,Al Rajhi Bank,Auto Loan,56241.48,0.0,0.0,3.01,Closed
OBL0013316,CUS008315,SNB,Auto Loan,32493.15,4028.55,366.23,6.24,Active
OBL0013317,CUS008317,Tamara,Tamara,1516.64,374.86,9.37,0.0,Active
OBL0013318,CUS008317,Riyad Bank,Credit Card,32327.37,30081.51,1114.13,23.5,Active
OBL0013319,CUS008318,Riyad Bank,Mortgage,1225059.97,0.0,0.0,5.19,Closed
OBL0013320,CUS008322,Tamara,Tamara,1706.14,285.41,5.19,0.0,Overdue
OBL0013321,CUS008322,Saudi Investment Bank,Credit Card,15738.79,0.0,0.0,25.37,Closed
OBL0013322,CUS008323,SNB,Auto Loan,83503.07,0.0,0.0,5.05,Closed
OBL0013323,CUS008323,Tamara,Tamara,4482.31,0.0,0.0,0.0,Closed
OBL0013324,CUS008324,SNB,Mortgage,2885193.37,1136388.35,56819.42,3.95,Active
OBL0013325,CUS008324,Tamara,Tamara,4218.62,223.9,6.4,0.0,Active
OBL0013326,CUS008324,Alinma Bank,Mortgage,3066116.75,522979.05,65372.38,4.39,Active
OBL0013327,CUS008324,Tamara,Tamara,1419.02,333.82,27.82,0.0,Active
OBL0013328,CUS008325,Alinma Bank,Auto Loan,174252.5,113549.19,3068.9,3.39,Active
OBL0013329,CUS008325,SNB,Auto Loan,149347.88,0.0,0.0,3.86,Closed
OBL0013330,CUS008328,SNB,Auto Loan,141014.71,64982.98,10830.5,3.62,Active
OBL0013331,CUS008328,Abdul Latif Jameel Finance,Auto Loan,129704.13,0.0,0.0,5.21,Closed
OBL0013332,CUS008328,Al Jazirah Auto,Auto Loan,86642.94,82631.95,2015.41,4.18,Active
OBL0013333,CUS008328,Tabby,Tabby,4346.07,1981.05,39.62,0.0,Active
OBL0013334,CUS008330,Saudi Investment Bank,Auto Loan,182388.21,13970.09,665.24,4.11,Overdue
OBL0013335,CUS008330,Tabby,Tabby,579.72,365.49,6.41,0.0,Active
OBL0013336,CUS008331,Tabby,Tabby,1319.36,0.0,0.0,0.0,Closed
OBL0013337,CUS008331,SAB,Credit Card,38471.86,0.0,0.0,22.67,Closed
OBL0013338,CUS008331,Tabby,Tabby,4088.01,0.0,0.0,0.0,Closed
OBL0013339,CUS008332,Saudi Investment Bank,Auto Loan,183729.28,82819.23,9202.14,6.57,Deferred
OBL0013340,CUS008332,Bank Albilad,Personal Loan,122014.18,84092.16,2002.19,5.3,Active
OBL0013341,CUS008332,Al Rajhi Bank,Credit Card,30750.44,14381.39,1438.14,26.28,Active
OBL0013342,CUS008335,Tabby,Tabby,2937.51,0.0,0.0,0.0,Closed
OBL0013343,CUS008336,Bank Albilad,Personal Loan,306413.8,0.0,0.0,3.63,Closed
OBL0013344,CUS008337,Al Rajhi Bank,Personal Loan,16661.8,15205.84,3801.46,8.79,Overdue
OBL0013345,CUS008337,Riyad Bank,Credit Card,4158.54,1222.17,31.34,25.37,Active
OBL0013346,CUS008337,Alinma Bank,Auto Loan,129300.5,0.0,0.0,4.65,Closed
OBL0013347,CUS008340,Al Rajhi Bank,Mortgage,4604261.77,0.0,0.0,4.98,Closed
OBL0013348,CUS008340,Bank AlJazira,Auto Loan,187736.16,137253.73,5718.91,5.64,Active
OBL0013349,CUS008340,SAB,Mortgage,4855360.36,0.0,0.0,2.73,Closed
OBL0013350,CUS008340,Riyad Bank,Personal Loan,952996.69,301416.07,25118.01,8.36,Active
OBL0013351,CUS008341,SNB,Auto Loan,47371.49,39384.73,690.96,4.34,Active
OBL0013352,CUS008341,Bank Albilad,Credit Card,38175.03,2309.97,60.79,22.03,Active
OBL0013353,CUS008341,SNB,Mortgage,829063.2,676639.79,32220.94,3.48,Active
OBL0013354,CUS008341,Tamara,Tamara,3296.74,960.52,38.42,0.0,Active
OBL0013355,CUS008342,Tabby,Tabby,4087.12,3920.24,170.45,0.0,Active
OBL0013356,CUS008342,Tabby,Tabby,1054.78,222.37,4.2,0.0,Active
OBL0013357,CUS008342,Tamara,Tamara,1415.18,0.0,0.0,0.0,Closed
OBL0013358,CUS008344,Tabby,Tabby,2842.72,0.0,0.0,0.0,Closed
OBL0013359,CUS008344,Saudi Investment Bank,Credit Card,30566.66,21799.99,838.46,27.36,Active
OBL0013360,CUS008344,Tamara,Tamara,2942.66,122.59,5.11,0.0,Active
OBL0013361,CUS008344,Tamara,Tamara,3372.73,887.77,29.59,0.0,Deferred
OBL0013362,CUS008345,Saudi Investment Bank,Credit Card,27000.5,0.0,0.0,19.31,Closed
OBL0013363,CUS008345,Bank Albilad,Personal Loan,86286.08,0.0,0.0,3.84,Closed
OBL0013364,CUS008345,Tamara,Tamara,4546.71,0.0,0.0,0.0,Closed
OBL0013365,CUS008345,Al Rajhi Bank,Auto Loan,186258.84,0.0,0.0,4.45,Closed
OBL0013366,CUS008346,Tabby,Tabby,2476.52,0.0,0.0,0.0,Closed
OBL0013367,CUS008347,Al Rajhi Bank,Credit Card,39450.76,31686.06,5281.01,24.85,Active
OBL0013368,CUS008348,Tamara,Tamara,4006.44,1867.33,62.24,0.0,Active
OBL0013369,CUS008348,Alinma Bank,Auto Loan,183251.99,112191.65,4674.65,6.83,Active
OBL0013370,CUS008349,Tabby,Tabby,4145.14,379.31,12.24,0.0,Active
OBL0013371,CUS008349,Tamara,Tamara,2629.66,521.44,15.34,0.0,Active
OBL0013372,CUS008350,SAB,Personal Loan,24720.13,5888.39,111.1,6.89,Active
OBL0013373,CUS008350,Tabby,Tabby,3254.62,2130.13,532.53,0.0,Active
OBL0013374,CUS008352,SAB,Credit Card,33333.17,22498.56,681.77,20.27,Active
OBL0013375,CUS008352,Tabby,Tabby,1396.83,0.0,0.0,0.0,Closed
OBL0013376,CUS008352,Bank Albilad,Personal Loan,239099.86,71461.22,3761.12,6.2,Active
OBL0013377,CUS008354,Tabby,Tabby,2984.56,1029.42,34.31,0.0,Overdue
OBL0013378,CUS008354,Riyad Bank,Personal Loan,110806.65,33547.42,609.95,7.57,Active
OBL0013379,CUS008354,Saudi Investment Bank,Personal Loan,187600.82,0.0,0.0,4.41,Closed
OBL0013380,CUS008354,Tabby,Tabby,1386.67,875.89,15.64,0.0,Active
OBL0013381,CUS008355,Tamara,Tamara,1799.38,772.65,40.67,0.0,Active
OBL0013382,CUS008356,Bank AlJazira,Credit Card,19163.58,14519.11,2903.82,27.67,Active
OBL0013383,CUS008356,Alinma Bank,Mortgage,1935928.96,435547.37,8710.95,2.78,Active
OBL0013384,CUS008356,SNB,Mortgage,1870270.26,723766.27,24957.46,3.09,Active
OBL0013385,CUS008361,Bank AlJazira,Credit Card,11965.33,6564.38,142.7,22.3,Active
OBL0013386,CUS008361,Alinma Bank,Personal Loan,85800.46,9113.44,222.28,4.81,Active
OBL0013387,CUS008361,SAB,Mortgage,851758.48,51979.8,10395.96,5.11,Active
OBL0013388,CUS008361,Alinma Bank,Personal Loan,108678.41,93176.11,3583.7,8.16,Active
OBL0013389,CUS008362,Tabby,Tabby,1586.58,0.0,0.0,0.0,Closed
OBL0013390,CUS008362,Saudi Investment Bank,Credit Card,30410.44,1800.63,56.27,18.14,Active
OBL0013391,CUS008362,Abdul Latif Jameel Finance,Auto Loan,157876.85,14056.2,1405.62,3.89,Active
OBL0013392,CUS008363,Tabby,Tabby,2684.12,0.0,0.0,0.0,Closed
OBL0013393,CUS008364,Al Rajhi Bank,Credit Card,24557.69,0.0,0.0,22.51,Closed
OBL0013394,CUS008364,Tamara,Tamara,4081.73,1602.44,53.41,0.0,Active
OBL0013395,CUS008364,Tabby,Tabby,4173.12,447.76,,0.0,Active
OBL0013396,CUS008365,Tamara,Tamara,4600.43,1778.15,29.64,0.0,Active
OBL0013397,CUS008365,Tabby,Tabby,977.46,767.86,153.57,0.0,Active
OBL0013398,CUS008365,Tabby,Tabby,1963.53,0.0,0.0,0.0,Closed
OBL0013399,CUS008365,Tabby,Tabby,916.57,0.0,0.0,0.0,Closed
OBL0013400,CUS008366,Tamara,Tamara,1776.02,1124.64,48.9,0.0,Active
OBL0013401,CUS008367,Bank Albilad,Credit Card,420.1,88.76,1.71,23.44,Active
OBL0013402,CUS008367,Riyad Bank,Personal Loan,978.06,0.0,0.0,6.39,Closed
OBL0013403,CUS008367,Tamara,Tamara,3239.66,2186.38,37.7,0.0,Active
OBL0013404,CUS008367,Tamara,Tamara,3588.79,0.0,0.0,0.0,Closed
OBL0013405,CUS008368,Tabby,Tabby,1753.35,344.08,15.64,0.0,Active
OBL0013406,CUS008370,Al Rajhi Bank,Auto Loan,173344.01,83792.73,9310.3,4.1,Active
OBL0013407,CUS008371,SNB,Mortgage,1117311.39,1065209.55,48418.62,3.34,Active
OBL0013408,CUS008371,SNB,Credit Card,73255.46,64316.6,2217.81,25.39,Overdue
OBL0013409,CUS008371,SNB,Credit Card,35290.41,6192.03,151.03,18.66,Active
OBL0013410,CUS008371,Al Rajhi Bank,Mortgage,2492569.83,1954756.13,32579.27,2.62,Active
OBL0013411,CUS008372,Tamara,Tamara,3144.43,1290.33,143.37,0.0,Active
OBL0013412,CUS008372,SNB,Personal Loan,315826.21,283171.39,11326.86,7.01,Active
OBL0013413,CUS008372,Tamara,Tamara,3369.24,0.0,0.0,0.0,Closed
OBL0013414,CUS008372,Alinma Bank,Auto Loan,52777.34,21982.63,,4.25,Active
OBL0013415,CUS008373,Tamara,Tamara,4924.91,2591.68,71.99,0.0,Deferred
OBL0013416,CUS008373,Bank AlJazira,Auto Loan,69511.53,27269.66,454.49,4.53,Active
OBL0013417,CUS008375,SNB,Credit Card,32850.12,15382.47,1281.87,25.64,Active
OBL0013418,CUS008375,Al Rajhi Bank,Credit Card,17058.0,5088.99,106.02,26.34,Overdue
OBL0013419,CUS008375,Saudi Investment Bank,Auto Loan,129050.16,0.0,0.0,3.5,Closed
OBL0013420,CUS008376,Tabby,Tabby,2417.72,1711.31,32.91,0.0,Active
OBL0013421,CUS008379,Tamara,Tamara,2630.7,268.59,17.91,0.0,Active
OBL0013422,CUS008382,Alinma Bank,Mortgage,703070.85,352285.6,9521.23,5.44,Active
OBL0013423,CUS008382,Tamara,Tamara,3969.53,0.0,0.0,0.0,Closed
OBL0013424,CUS008382,Alinma Bank,Personal Loan,282474.7,122092.01,4521.93,3.56,Active
OBL0013425,CUS008382,SNB,Auto Loan,120051.53,0.0,0.0,6.03,Closed
OBL0013426,CUS008383,Tabby,Tabby,673.02,483.84,43.99,0.0,Active
OBL0013427,CUS008383,Tamara,Tamara,4774.06,0.0,0.0,0.0,Closed
OBL0013428,CUS008383,Riyad Bank,Auto Loan,75850.82,0.0,0.0,3.48,Closed
OBL0013429,CUS008384,Tabby,Tabby,1629.38,778.18,259.39,0.0,Overdue
OBL0013430,CUS008385,Tamara,Tamara,1864.32,497.31,99.46,0.0,Active
OBL0013431,CUS008386,Tamara,Tamara,1046.79,656.36,18.23,0.0,Active
OBL0013432,CUS008386,Tabby,Tabby,726.97,307.29,5.21,0.0,Active
OBL0013433,CUS008386,SNB,Personal Loan,157917.6,127077.13,2491.71,4.51,Active
OBL0013434,CUS008387,Riyad Bank,Personal Loan,69499.79,25275.53,842.52,6.33,Active
OBL0013435,CUS008387,Saudi Investment Bank,Personal Loan,408562.63,62108.11,1444.37,8.66,Active
OBL0013436,CUS008387,Riyad Bank,Personal Loan,448384.85,203313.46,22590.38,7.37,Active
OBL0013437,CUS008387,Riyad Bank,Credit Card,63009.68,39669.9,748.49,27.42,Overdue
OBL0013438,CUS008389,Al Jazirah Auto,Auto Loan,40541.31,20239.51,1839.96,5.32,Deferred
OBL0013439,CUS008389,Abdul Latif Jameel Finance,Auto Loan,41834.04,8777.89,,4.92,Active
OBL0013440,CUS008389,Tabby,Tabby,2264.19,519.56,24.74,0.0,Active
OBL0013441,CUS008389,Bank AlJazira,Personal Loan,126228.07,38479.45,12826.48,5.53,Active
OBL0013442,CUS008390,SNB,Mortgage,3095325.71,1468348.35,146834.84,4.03,Active
OBL0013443,CUS008391,Tabby,Tabby,4035.54,1856.24,265.18,0.0,Active
OBL0013444,CUS008391,Tabby,Tabby,2789.54,262.18,9.04,0.0,Active
OBL0013445,CUS008391,SAB,Personal Loan,50859.33,48159.43,8026.57,7.71,Active
OBL0013446,CUS008391,Tamara,Tamara,4981.35,3264.4,83.7,0.0,Deferred
OBL0013447,CUS008393,Alinma Bank,Credit Card,48357.86,35389.9,769.35,28.62,Active
OBL0013448,CUS008393,Bank AlJazira,Auto Loan,142653.49,0.0,0.0,4.82,Closed
OBL0013449,CUS008395,SAB,Auto Loan,90041.1,7884.9,183.37,3.53,Active
OBL0013450,CUS008395,Tamara,Tamara,1618.36,1477.98,61.58,0.0,Active
OBL0013451,CUS008395,Alinma Bank,Credit Card,73723.92,0.0,,24.4,Closed
OBL0013452,CUS008397,Saudi Investment Bank,Credit Card,62894.71,14107.43,361.73,27.05,Active
OBL0013453,CUS008397,SNB,Auto Loan,48290.47,9999.66,999.97,6.89,Active
OBL0013454,CUS008397,Al Rajhi Bank,Personal Loan,499179.2,0.0,0.0,8.3,Closed
OBL0013455,CUS008397,Riyad Bank,Auto Loan,53500.11,0.0,0.0,5.03,Closed
OBL0013456,CUS008398,SNB,Personal Loan,63792.2,38892.51,1495.87,8.69,Active
OBL0013457,CUS008399,Alinma Bank,Personal Loan,96494.33,18790.72,4697.68,8.68,Active
OBL0013458,CUS008400,Bank Albilad,Auto Loan,67308.25,31048.47,1634.13,3.18,Active
OBL0013459,CUS008401,Bank AlJazira,Personal Loan,284929.67,242935.56,8097.85,4.45,Active
OBL0013460,CUS008403,SAB,Personal Loan,175079.47,132481.43,7360.08,3.68,Active
OBL0013461,CUS008403,Tamara,Tamara,4301.56,3450.83,78.43,0.0,Overdue
OBL0013462,CUS008403,Tamara,Tamara,4635.26,3267.3,62.83,0.0,Deferred
OBL0013463,CUS008406,Bank Albilad,Personal Loan,43838.63,0.0,0.0,8.52,Closed
OBL0013464,CUS008406,SAB,Credit Card,4279.62,0.0,0.0,27.53,Closed
OBL0013465,CUS008406,Al Rajhi Bank,Personal Loan,12642.65,11624.59,305.91,6.23,Deferred
OBL0013466,CUS008409,Tamara,Tamara,3786.84,0.0,0.0,0.0,Closed
OBL0013467,CUS008410,Tabby,Tabby,3106.38,2081.24,69.37,0.0,Active
OBL0013468,CUS008410,Bank AlJazira,Auto Loan,142487.56,103688.08,1787.73,5.94,Active
OBL0013469,CUS008410,Tamara,Tamara,4626.25,834.91,52.18,0.0,Active
OBL0013470,CUS008411,Bank Albilad,Personal Loan,272765.75,183083.03,18308.3,4.62,Overdue
OBL0013471,CUS008411,Tabby,Tabby,2158.93,1735.57,43.39,0.0,Active
OBL0013472,CUS008412,Al Rajhi Bank,Personal Loan,95472.03,59653.5,3509.03,5.64,Active
OBL0013473,CUS008415,Abdul Latif Jameel Finance,Auto Loan,163534.95,0.0,0.0,4.61,Closed
OBL0013474,CUS008415,SAB,Mortgage,2237703.09,456620.72,8153.94,4.18,Overdue
OBL0013475,CUS008415,Tamara,Tamara,2508.7,1176.2,73.51,0.0,Active
OBL0013476,CUS008415,Alinma Bank,Mortgage,2413881.15,442971.59,49219.07,2.67,Deferred
OBL0013477,CUS008417,Tamara,Tamara,3174.22,0.0,0.0,0.0,Closed
OBL0013478,CUS008417,Al Rajhi Bank,Credit Card,17399.9,914.51,30.48,27.68,Overdue
OBL0013479,CUS008417,Tabby,Tabby,1554.71,970.08,21.56,0.0,Active
OBL0013480,CUS008417,Bank AlJazira,Personal Loan,54651.5,36303.98,5186.28,8.15,Active
OBL0013481,CUS008418,Tamara,Tamara,404.16,97.81,,0.0,Active
OBL0013482,CUS008420,Saudi Investment Bank,Personal Loan,436129.76,0.0,0.0,7.59,Closed
OBL0013483,CUS008420,Tamara,Tamara,3197.81,346.52,9.63,,Active
OBL0013484,CUS008420,Bank AlJazira,Credit Card,61387.57,0.0,0.0,27.49,Closed
OBL0013485,CUS008420,Abdul Latif Jameel Finance,Auto Loan,198035.35,61550.54,2564.61,3.61,Active
OBL0013486,CUS008423,Riyad Bank,Mortgage,2208219.94,1059220.93,52961.05,3.54,Active
OBL0013487,CUS008425,Bank Albilad,Credit Card,30811.03,17673.7,392.75,23.61,Deferred
OBL0013488,CUS008425,Alinma Bank,Mortgage,3138536.28,1948715.92,62861.8,4.64,Active
OBL0013489,CUS008426,Bank Albilad,Personal Loan,135310.94,103571.61,4931.98,4.7,Active
OBL0013490,CUS008426,Alinma Bank,Mortgage,497215.48,0.0,0.0,3.73,Closed
OBL0013491,CUS008426,Saudi Investment Bank,Auto Loan,137572.07,32115.35,605.95,4.9,Active
OBL0013492,CUS008426,Tamara,Tamara,2625.79,1333.8,40.42,0.0,Active
OBL0013493,CUS008428,Riyad Bank,Mortgage,1092351.24,1039279.98,18232.98,3.56,Active
OBL0013494,CUS008429,Bank Albilad,Auto Loan,183692.43,17207.83,301.89,5.58,Active
OBL0013495,CUS008429,Abdul Latif Jameel Finance,Auto Loan,77739.15,0.0,0.0,5.26,Closed
OBL0013496,CUS008429,Tabby,Tabby,3907.99,2019.52,183.59,0.0,Overdue
OBL0013497,CUS008429,Tamara,Tamara,3945.38,127.62,7.09,0.0,Active
OBL0013498,CUS008430,Tamara,Tamara,4079.25,896.71,42.7,0.0,Active
OBL0013499,CUS008430,SNB,Personal Loan,165681.05,0.0,0.0,5.48,Closed
OBL0013500,CUS008433,Tabby,Tabby,1303.75,1272.55,60.6,0.0,Active
OBL0013501,CUS008433,Tamara,Tamara,4654.71,4192.09,72.28,0.0,Active
OBL0013502,CUS008434,Tamara,Tamara,3533.79,2253.79,72.7,0.0,Deferred
OBL0013503,CUS008434,Tamara,Tamara,3860.53,2959.9,113.84,0.0,Active
OBL0013504,CUS008434,Bank AlJazira,Auto Loan,153321.11,54726.95,2026.92,,Active
OBL0013505,CUS008435,Saudi Investment Bank,Credit Card,15548.87,14412.21,686.3,20.3,Active
OBL0013506,CUS008435,Tamara,Tamara,2635.89,2178.89,36.31,0.0,Overdue
OBL0013507,CUS008435,SNB,Auto Loan,92030.32,0.0,0.0,4.21,Closed
OBL0013508,CUS008435,SAB,Credit Card,16010.02,0.0,0.0,28.86,Closed
OBL0013509,CUS008436,Bank Albilad,Credit Card,23694.87,5227.59,141.29,20.64,Overdue
OBL0013510,CUS008436,Alinma Bank,Mortgage,927550.92,848988.29,14894.53,3.84,Active
OBL0013511,CUS008436,Tabby,Tabby,4629.24,3473.75,133.61,0.0,Active
OBL0013512,CUS008436,Tabby,Tabby,4944.34,3865.48,552.21,0.0,Active
OBL0013513,CUS008437,Al Jazirah Auto,Auto Loan,62353.77,7008.94,500.64,5.89,Active
OBL0013514,CUS008437,Tabby,Tabby,4760.49,2069.09,159.16,0.0,Active
OBL0013515,CUS008438,Tabby,Tabby,2446.03,0.0,0.0,0.0,Closed
OBL0013516,CUS008438,Al Rajhi Bank,Auto Loan,104963.83,61966.58,2816.66,6.98,Active
OBL0013517,CUS008438,Riyad Bank,Personal Loan,484130.36,435901.37,8718.03,5.13,Active
OBL0013518,CUS008439,Alinma Bank,Auto Loan,195216.73,132669.82,12060.89,5.57,Active
OBL0013519,CUS008441,Al Rajhi Bank,Mortgage,1977413.45,0.0,0.0,3.16,Closed
OBL0013520,CUS008441,Tabby,Tabby,1238.7,967.12,27.63,0.0,Active
OBL0013521,CUS008442,Bank AlJazira,Auto Loan,47733.6,4854.19,82.27,6.52,Active
OBL0013522,CUS008446,Alinma Bank,Credit Card,14288.56,7503.92,129.38,18.48,Active
OBL0013523,CUS008446,Tabby,Tabby,3007.92,2557.25,182.66,0.0,Active
OBL0013524,CUS008446,SAB,Auto Loan,133208.38,4109.16,93.39,3.99,Active
OBL0013525,CUS008449,Tamara,Tamara,621.8,432.71,54.09,0.0,Active
OBL0013526,CUS008449,Tabby,Tabby,2003.01,223.15,4.46,0.0,Overdue
OBL0013527,CUS008449,Tamara,Tamara,3207.84,0.0,0.0,0.0,Closed
OBL0013528,CUS008451,Saudi Investment Bank,Personal Loan,69050.52,17058.34,1421.53,8.75,Active
OBL0013529,CUS008451,SAB,Auto Loan,52535.34,16266.12,5422.04,5.83,Overdue
OBL0013530,CUS008452,Tabby,Tabby,4611.46,1390.09,37.57,0.0,Active
OBL0013531,CUS008452,Tabby,Tabby,608.06,190.04,4.52,0.0,Active
OBL0013532,CUS008452,Riyad Bank,Mortgage,2795553.88,0.0,0.0,4.46,Closed
OBL0013533,CUS008452,Tamara,Tamara,4406.15,1350.98,61.41,0.0,Overdue
OBL0013534,CUS008453,Bank Albilad,Credit Card,10910.22,9729.17,748.4,18.75,Active
OBL0013535,CUS008453,Tamara,Tamara,3616.14,1333.1,63.48,0.0,Active
OBL0013536,CUS008453,Riyad Bank,Credit Card,27485.65,25156.71,1324.04,20.93,Active
OBL0013537,CUS008453,Riyad Bank,Mortgage,1256499.48,0.0,0.0,3.23,Closed
OBL0013538,CUS008455,Alinma Bank,Personal Loan,155475.94,102113.44,12764.18,5.07,Deferred
OBL0013539,CUS008455,Tabby,Tabby,4118.43,0.0,0.0,0.0,Closed
OBL0013540,CUS008455,Bank AlJazira,Credit Card,6892.91,1891.32,145.49,25.93,Active
OBL0013541,CUS008455,Bank Albilad,Personal Loan,134513.17,60113.14,4293.8,7.23,Active
OBL0013542,CUS008456,Alinma Bank,Credit Card,85781.68,16681.33,521.29,28.35,Active
OBL0013543,CUS008456,Riyad Bank,Credit Card,80526.68,0.0,0.0,23.59,Closed
OBL0013544,CUS008459,Bank Albilad,Mortgage,424037.28,0.0,0.0,3.6,Closed
OBL0013545,CUS008461,Alinma Bank,Mortgage,1275124.97,265405.68,5646.93,2.72,Active
OBL0013546,CUS008461,Riyad Bank,Personal Loan,296996.02,62207.02,1637.03,7.37,Active
OBL0013547,CUS008463,Tabby,Tabby,3585.16,0.0,0.0,0.0,Closed
OBL0013548,CUS008463,Tamara,Tamara,3617.15,3474.8,267.29,0.0,Deferred
OBL0013549,CUS008464,SAB,Personal Loan,278486.34,35176.93,748.45,8.7,Active
OBL0013550,CUS008464,SAB,Personal Loan,283723.02,65221.56,16305.39,5.61,Deferred
OBL0013551,CUS008464,Tabby,Tabby,2232.83,1330.94,28.93,0.0,Active
OBL0013552,CUS008464,Tamara,Tamara,1268.49,492.3,30.77,0.0,Active
OBL0013553,CUS008465,Tabby,Tabby,4466.82,3393.15,,0.0,Active
OBL0013554,CUS008465,Tamara,Tamara,3942.56,2520.15,49.41,0.0,Active
OBL0013555,CUS008465,Tamara,Tamara,1554.14,1379.12,31.34,0.0,Active
OBL0013556,CUS008466,Tabby,Tabby,2739.8,0.0,0.0,0.0,Closed
OBL0013557,CUS008466,Tabby,Tabby,4116.53,1214.32,303.58,0.0,Active
OBL0013558,CUS008467,Tamara,Tamara,1318.11,866.78,36.12,0.0,Active
OBL0013559,CUS008467,Tabby,Tabby,4998.01,1108.8,369.6,0.0,Active
OBL0013560,CUS008467,Bank Albilad,Personal Loan,387603.42,376952.88,28996.38,6.36,Active
OBL0013561,CUS008467,Tamara,Tamara,495.52,349.14,26.86,0.0,Active
OBL0013562,CUS008469,Al Rajhi Bank,Credit Card,8623.85,5998.77,214.24,22.0,Active
OBL0013563,CUS008470,Tamara,Tamara,539.22,0.0,0.0,0.0,Closed
OBL0013564,CUS008470,Al Rajhi Bank,Mortgage,5528834.45,4727913.89,152513.35,3.08,Active
OBL0013565,CUS008470,Saudi Investment Bank,Credit Card,163958.39,0.0,0.0,23.36,Closed
OBL0013566,CUS008470,SAB,Auto Loan,145659.59,13651.04,682.55,3.39,Active
OBL0013567,CUS008472,Al Jazirah Auto,Auto Loan,122044.9,46930.03,2040.44,3.58,Active
OBL0013568,CUS008473,Alinma Bank,Mortgage,966785.2,795391.11,24102.76,2.92,Active
OBL0013569,CUS008473,Al Rajhi Bank,Personal Loan,157494.49,50872.52,1183.08,5.09,Active
OBL0013570,CUS008476,Saudi Investment Bank,Auto Loan,63333.1,20606.92,606.09,4.2,Overdue
OBL0013571,CUS008476,Tamara,Tamara,741.42,137.22,7.22,0.0,Active
OBL0013572,CUS008478,Al Rajhi Bank,Credit Card,97585.32,77018.31,1604.55,28.79,Active
OBL0013573,CUS008478,Tabby,Tabby,3320.46,0.0,0.0,0.0,Closed
OBL0013574,CUS008478,SNB,Auto Loan,190153.36,133472.21,3813.49,7.0,Active
OBL0013575,CUS008478,SAB,Personal Loan,327906.26,298865.53,5065.52,7.05,Active
OBL0013576,CUS008479,SNB,Mortgage,915440.75,669973.34,25768.21,3.05,Active
OBL0013577,CUS008479,Bank AlJazira,Credit Card,18178.25,0.0,0.0,22.68,Closed
OBL0013578,CUS008479,Bank AlJazira,Personal Loan,124838.12,108544.86,1973.54,3.92,Active
OBL0013579,CUS008479,SAB,Mortgage,596912.45,0.0,0.0,4.38,Closed
OBL0013580,CUS008481,Alinma Bank,Personal Loan,235823.85,0.0,0.0,3.88,Closed
OBL0013581,CUS008481,Bank Albilad,Auto Loan,137622.52,113767.64,2708.75,7.41,Active
OBL0013582,CUS008481,Saudi Investment Bank,Auto Loan,111281.3,47971.67,7995.28,4.74,Active
OBL0013583,CUS008481,Abdul Latif Jameel Finance,Auto Loan,112861.01,109756.08,1925.55,3.31,Active
OBL0013584,CUS008482,Tabby,Tabby,1719.44,1455.99,37.33,0.0,Active
OBL0013585,CUS008482,SAB,Mortgage,1670700.46,356137.13,7122.74,3.0,Overdue
OBL0013586,CUS008482,Bank Albilad,Personal Loan,327439.48,193828.74,7454.95,7.88,Deferred
OBL0013587,CUS008482,Abdul Latif Jameel Finance,Auto Loan,167268.39,0.0,,3.88,Closed
OBL0013588,CUS008484,Tabby,Tabby,2389.56,686.43,76.27,0.0,Active
OBL0013589,CUS008484,Tabby,Tabby,2323.92,107.43,5.65,0.0,Overdue
OBL0013590,CUS008484,SNB,Personal Loan,500773.43,362109.59,15087.9,5.13,Active
OBL0013591,CUS008484,SAB,Mortgage,2586196.43,121800.54,5295.68,3.53,Active
OBL0013592,CUS008485,SAB,Credit Card,17756.6,11419.99,196.9,26.53,Active
OBL0013593,CUS008485,SAB,Credit Card,4725.99,1679.02,49.38,22.79,Active
OBL0013594,CUS008486,Al Jazirah Auto,Auto Loan,115792.23,16222.07,395.66,4.92,Active
OBL0013595,CUS008486,Tamara,Tamara,3167.78,196.82,12.3,0.0,Active
OBL0013596,CUS008486,Saudi Investment Bank,Auto Loan,35742.49,7690.52,256.35,7.4,Active
OBL0013597,CUS008486,SNB,Mortgage,914820.72,892009.57,111501.2,5.41,Active
OBL0013598,CUS008487,Tabby,Tabby,4804.53,3869.0,66.71,0.0,Deferred
OBL0013599,CUS008487,SNB,Credit Card,25230.38,1378.24,24.61,22.24,Active
OBL0013600,CUS008487,Alinma Bank,Credit Card,59171.83,44852.09,1446.84,26.38,Active
OBL0013601,CUS008488,Saudi Investment Bank,Personal Loan,205428.14,182314.16,4446.69,3.95,Active
OBL0013602,CUS008490,Bank AlJazira,Auto Loan,58376.34,15591.89,433.11,4.23,Active
OBL0013603,CUS008490,SNB,Personal Loan,99832.67,38150.89,1090.03,7.17,Overdue
OBL0013604,CUS008490,SAB,Auto Loan,116127.98,0.0,0.0,4.49,Closed
OBL0013605,CUS008493,Tamara,Tamara,2578.99,663.61,13.27,0.0,Active
OBL0013606,CUS008493,Saudi Investment Bank,Personal Loan,676355.05,307320.86,10975.74,6.33,Active
OBL0013607,CUS008494,Tabby,Tabby,3785.42,2952.94,328.1,0.0,Active
OBL0013608,CUS008494,Tamara,Tamara,2260.39,335.19,7.62,0.0,Active
